season,player_id,player_name,team,position,games,tackles_total,sacks,interceptions,forced_fumbles,fumbles_recovered,passes_defended,tfl
2019,00-0034730,M.Harris,SF,DEF,1,0,0.0,0,0,1,0,0
2019,00-0034736,S.Parker,MIA,DEF,2,0,0.0,2,0,0,0,0
2019,00-0034743,R.Evans,TEN,DEF,2,0,2.0,0,0,1,0,0
2019,00-0034744,D.Dawson,DEN,DEF,1,0,0.0,0,0,1,0,0
2019,00-0034745,T.Walker,DET,DEF,1,0,0.0,1,0,0,0,0
2019,00-0034746,M.Hurst,LV,DEF,5,0,3.0,1,0,2,0,0
2019,00-0034753,M.Andrews,ARI,DEF,1,0,0.0,0,0,1,0,0
2019,00-0034755,Sm.Griffin,SEA,DEF,1,0,1.0,0,0,0,0,0
2019,00-0034756,T.Flowers,SEA,DEF,6,0,2.0,3,0,1,0,0
2019,00-0034760,N.Shepherd,NYJ,DEF,2,0,2.0,0,0,0,0,0
2019,00-0034770,C.Thomas,CLE,DEF,5,0,4.0,0,0,1,0,0
2019,00-0034773,V.Vea,TB,DEF,2,0,2.0,0,0,0,0,0
2019,00-0034778,C.Davis,TB,DEF,2,0,0.0,1,0,1,0,0
2019,00-0034779,R.Harrison,JAX,DEF,4,0,2.0,2,0,1,0,0
2019,00-0034781,D.O'Daniel,KC,DEF,2,0,1.0,0,0,1,0,0
2019,00-0034789,M.Fitzpatrick,PIT,DEF,6,0,0.0,5,0,3,0,0
2019,00-0034796,L.Jackson,PIT,DEF,4,0,0.0,0,0,4,0,0
2019,00-0034797,J.Baker,MIA,DEF,2,0,1.0,1,0,0,0,0
2019,00-0034800,B.Hill,NYG,DEF,1,0,1.0,0,0,0,0,0
2019,00-0034807,O.Okoronkwo,LA,DEF,1,0,1.0,0,0,0,0,0
2019,00-0034810,S.Joseph,LA,DEF,2,0,2.0,0,0,0,0,0
2019,00-0034815,F.Warner,SF,DEF,4,0,3.0,2,0,0,0,0
2019,00-0034818,D.Nnadi,KC,DEF,2,0,1.0,1,0,0,0,0
2019,00-0034825,A.Key,LV,DEF,2,0,2.0,0,0,0,0,0
2019,00-0034827,D.Moore,SEA,DEF,1,0,0.0,0,0,1,0,0
2019,00-0034828,H.Landry,TEN,DEF,9,0,10.0,1,0,2,0,0
2019,00-0034831,R.Green,SEA,DEF,6,0,5.0,0,0,1,0,0
2019,00-0034832,B.Chubb,DEN,DEF,1,0,1.0,0,0,0,0,0
2019,00-0034834,S.Hubbard,CIN,DEF,7,0,8.0,0,0,0,0,0
2019,00-0034838,R.Freeman,KC,DEF,2,0,0.0,0,0,2,0,0
2019,00-0034842,T.Bryan,JAX,DEF,2,0,2.0,0,0,0,0,0
2019,00-0034843,M.Hughes,MIN,DEF,3,0,0.0,1,0,2,0,0
2019,00-0034844,S.Barkley,NYJ,DEF,2,0,0.0,0,0,2,0,0
2019,00-0034845,S.Michel,CIN,DEF,1,0,0.0,0,0,1,0,0
2019,00-0034846,D.Leonard,IND,DEF,7,0,4.0,5,0,0,0,0
2019,00-0034848,R.McIntosh,NYG,DEF,2,0,2.0,0,0,0,0,0
2019,00-0034855,B.Mayfield,MIA,DEF,3,0,0.0,0,0,4,0,0
2019,00-0034856,D.Ward,CLE,DEF,3,0,0.0,2,0,1,0,0
2019,00-0034857,J.Allen,CIN,DEF,4,0,0.0,0,0,4,0,0
2019,00-0034869,S.Darnold,LV,DEF,3,0,0.0,0,0,3,0,0
2019,00-0034874,R.Smith,CHI,DEF,2,0,2.0,1,0,0,0,0
2019,00-0034887,A.Johnson,DEN,DEF,3,0,1.0,1,0,1,0,0
2019,00-0034902,S.Eguavoen,MIA,DEF,3,0,3.0,0,0,0,0,0
2019,00-0034954,M.Reed,DEN,DEF,3,0,2.0,0,0,1,0,0
2019,00-0034967,R.Gary,GB,DEF,2,0,2.0,0,0,1,0,0
2019,00-0034968,D.Savage,GB,DEF,2,0,0.0,2,0,0,0,0
2019,00-0034969,B.Banogu,IND,DEF,2,0,2.0,0,0,0,0,0
2019,00-0034970,I.Smith,GB,DEF,1,0,0.0,0,0,1,0,0
2019,00-0034972,A.Mattison,DET,DEF,1,0,0.0,0,0,1,0,0
2019,00-0034973,M.Crosby,LV,DEF,6,0,9.0,0,0,0,0,0
2019,00-0034974,J.Love,NYG,DEF,1,0,0.0,1,0,0,0,0
2019,00-0034982,D.Greenlaw,SF,DEF,2,0,1.0,1,0,0,0,0
2019,00-0034988,K.Smith,PHI,DEF,2,0,0.0,0,0,2,0,0
2019,00-0034992,A.Watts,MIN,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035040,D.Blough,TB,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035125,A.Ingold,LV,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035140,M.Hardman,BAL,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035142,U.Amadi,SEA,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035144,M.Wilson,CLE,DEF,2,0,1.0,1,0,0,0,0
2019,00-0035147,R.Fenton,KC,DEF,2,0,1.0,1,0,0,0,0
2019,00-0035148,D.Thompson,KC,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035150,K.Boyd,MIN,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035208,O.Zaccheaus,ATL,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035215,D.Harris,NO,DEF,2,0,0.0,0,0,2,0,0
2019,00-0035228,K.Murray,BAL,DEF,3,0,0.0,0,0,3,0,0
2019,00-0035230,E.Oliver,BUF,DEF,4,0,5.0,0,0,0,0,0
2019,00-0035231,C.Wilkins,MIA,DEF,2,0,2.0,0,0,1,0,0
2019,00-0035232,D.Haskins,NYJ,DEF,1,0,0.0,0,0,2,0,0
2019,00-0035234,T.Howard,JAX,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035235,K.McGary,LA,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035236,B.Murphy Jr.,ARI,DEF,1,0,0.0,1,0,0,0,0
2019,00-0035238,C.Ford,NE,DEF,2,0,0.0,0,0,2,0,0
2019,00-0035239,S.Bunting,TB,DEF,4,0,1.0,3,0,0,0,0
2019,00-0035240,J.Tavai,DET,DEF,3,0,2.0,1,0,0,0,0
2019,00-0035245,M.Scharping,ATL,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035246,J.Arcega-Whiteside,WAS,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035250,D.Singletary,MIA,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035253,C.Gardner-Johnson,NO,DEF,2,0,0.0,1,0,1,0,0
2019,00-0035257,C.Miller,CAR,DEF,1,0,2.0,0,0,0,0,0
2019,00-0035259,T.Wesco,WAS,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035266,M.Jordan,CLE,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035270,A.Oruwariye,DET,DEF,2,0,0.0,2,0,0,0,0
2019,00-0035272,A.Van Ginkel,MIA,DEF,2,0,1.0,0,0,1,0,0
2019,00-0035273,Q.Ollison,CAR,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035275,J.Scarlett,TB,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035276,B.Cashman,NYJ,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035279,C.Omenihu,HOU,DEF,3,0,3.0,0,0,0,0,0
2019,00-0035285,J.Miller,HOU,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035286,C.Holcomb,WAS,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035289,G.Minshew,DEN,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035297,K.Harmon,BUF,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035306,D.Johnson,BUF,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035336,D.Calhoun,BUF,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035342,P.Laird,NYJ,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035346,N.Needham,MIA,DEF,3,0,1.0,2,0,0,0,0
2019,00-0035365,T.Hayes,MIA,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035378,A.Wingard,JAX,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035402,C.Granderson,NO,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035404,P.Gustin,CLE,DEF,2,0,1.0,0,0,1,0,0
2019,00-0035409,S.Tuttle,NO,DEF,3,0,2.0,1,0,0,0,0
2019,00-0035437,R.Teamer,LAC,DEF,2,0,1.0,1,0,0,0,0
2019,00-0035507,K.Phillips,NYJ,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035519,I.Mack,TEN,DEF,2,0,1.0,0,0,1,0,0
2019,00-0035521,D.Roberson,TEN,DEF,2,0,3.0,0,0,0,0,0
2019,00-0035525,D.Bush,PIT,DEF,5,0,1.0,2,0,4,0,0
2019,00-0035533,R.Connelly,NYG,DEF,2,0,1.0,2,0,0,0,0
2019,00-0035577,D.Hodges,NYJ,DEF,2,0,0.0,0,0,3,0,0
2019,00-0035579,T.Skipper,NYG,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035588,G.Bradbury,ATL,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035591,J.Hollins,DEN,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035594,T.Homer,SEA,DEF,3,0,0.0,0,0,3,0,0
2019,00-0035621,N.Webster,LA,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035625,J.Thornhill,KC,DEF,3,0,0.0,3,0,0,0,0
2019,00-0035637,R.Ya-Sin,IND,DEF,2,0,0.0,1,0,1,0,0
2019,00-0035642,J.Allen,JAX,DEF,8,0,10.0,0,0,0,0,0
2019,00-0035643,J.Simmons,TEN,DEF,3,0,2.0,0,0,1,0,0
2019,00-0035647,M.Sweat,WAS,DEF,5,0,6.0,0,0,0,0,0
2019,00-0035651,J.Ferguson,BAL,DEF,2,0,2.0,0,0,1,0,0
2019,00-0035652,R.Finley,BAL,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035654,C.Winovich,NE,DEF,4,0,4.0,0,0,0,0,0
2019,00-0035655,W.Harris,DET,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035656,K.Saunders,KC,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035659,T.McLaurin,GB,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035663,T.Rapp,LA,DEF,2,0,0.0,2,0,1,0,0
2019,00-0035668,D.Edwards,BAL,DEF,2,0,0.0,0,0,2,0,0
2019,00-0035672,C.Barton,SEA,DEF,2,0,1.0,0,0,1,0,0
2019,00-0035674,J.Tillery,LAC,DEF,1,0,1.0,0,0,0,0,0
2019,00-0035678,D.Jones,DEN,DEF,3,0,3.0,1,0,0,0,0
2019,00-0035681,M.Edwards,TB,DEF,3,0,1.0,0,0,2,0,0
2019,00-0035683,D.Lawrence II,NYG,DEF,2,0,2.0,0,0,0,0,0
2019,00-0035687,B.Okereke,IND,DEF,2,0,1.0,0,0,1,0,0
2019,00-0035692,C.Ferrell,LV,DEF,4,0,4.0,0,0,1,0,0
2019,00-0035695,T.Mullen,LV,DEF,1,0,0.0,1,0,0,0,0
2019,00-0035699,J.Dean,TB,DEF,2,0,0.0,2,0,0,0,0
2019,00-0035700,J.Jacobs,KC,DEF,1,0,0.0,0,0,1,0,0
2019,00-0035705,J.Thompson,ARI,DEF,2,0,0.0,1,0,1,0,0
2019,00-0035707,D.White,TB,DEF,5,0,2.0,1,0,4,0,0
2019,00-0035708,O.Ximines,NYG,DEF,2,0,3.0,0,0,0,0,0
2019,00-0035710,D.Jones,DET,DEF,3,0,0.0,0,0,3,0,0
2019,00-0035713,B.Burns,CAR,DEF,7,0,7.0,0,0,1,0,0
2019,00-0035717,N.Bosa,SF,DEF,9,0,13.0,1,0,2,0,0
2019,00-0035718,Q.Williams,NYJ,DEF,3,0,2.0,0,0,1,0,0
2019,00-0035719,D.Samuel,SEA,DEF,1,0,0.0,0,0,1,0,0
2020,00-0019596,T.Brady,NO,DEF,5,0,0.0,0,0,5,0,0
2020,00-0020531,D.Brees,CHI,DEF,2,0,0.0,0,0,2,0,0
2020,00-0022924,B.Roethlisberger,BAL,DEF,1,0,0.0,0,0,2,0,0
2020,00-0023436,A.Smith,LA,DEF,2,0,0.0,0,0,2,0,0
2020,00-0023459,A.Rodgers,TEN,DEF,2,0,0.0,0,0,2,0,0
2020,00-0023682,R.Fitzpatrick,NE,DEF,1,0,0.0,0,0,1,0,0
2020,00-0024239,J.Joseph,TEN,DEF,1,0,0.0,1,0,0,0,0
2020,00-0025396,T.Ginn,CHI,DEF,1,0,0.0,0,0,1,0,0
2020,00-0025825,B.Kern,PIT,DEF,1,0,0.0,0,0,1,0,0
2020,00-0026143,M.Ryan,KC,DEF,1,0,0.0,0,0,1,0,0
2020,00-0026158,J.Flacco,MIA,DEF,1,0,0.0,0,0,1,0,0
2020,00-0026190,C.Campbell,BAL,DEF,1,0,3.0,0,0,0,0,0
2020,00-0026197,C.Henne,LAC,DEF,1,0,0.0,0,0,1,0,0
2020,00-0026498,M.Stafford,TEN,DEF,1,0,0.0,0,0,1,0,0
2020,00-0026990,M.Jenkins,NO,DEF,6,0,2.0,3,0,1,0,0
2020,00-0027539,A.Levine,BAL,DEF,2,0,0.0,0,0,2,0,0
2020,00-0027647,D.McCourty,NE,DEF,2,0,0.0,2,0,0,0,0
2020,00-0027662,C.Dunlap,SEA,DEF,4,0,5.0,0,0,0,0,0
2020,00-0027686,C.Peters,ARI,DEF,2,0,2.0,0,0,0,0,0
2020,00-0027701,E.Griffen,DET,DEF,5,0,5.0,0,0,0,0,0
2020,00-0027743,S.McManis,CHI,DEF,2,0,0.0,1,0,1,0,0
2020,00-0027855,N.Suh,TB,DEF,6,0,7.0,0,0,0,0,0
2020,00-0027860,J.Haden,PIT,DEF,2,0,0.0,2,0,0,0,0
2020,00-0027862,T.Alualu,PIT,DEF,2,0,2.0,0,0,0,0,0
2020,00-0027865,B.Graham,PHI,DEF,6,0,8.0,0,0,1,0,0
2020,00-0027867,J.Pierre-Paul,TB,DEF,11,0,11.0,2,0,2,0,0
2020,00-0027872,K.Jackson,DEN,DEF,2,0,0.0,1,0,2,0,0
2020,00-0027881,J.Hughes,BUF,DEF,7,0,7.0,1,0,2,0,0
2020,00-0027882,P.Robinson,NO,DEF,2,0,0.0,2,0,0,0,0
2020,00-0027939,C.Newton,DEN,DEF,3,0,0.0,0,0,3,0,0
2020,00-0027943,P.Peterson,ARI,DEF,3,0,0.0,3,0,0,0,0
2020,00-0027945,A.Smith,DAL,DEF,5,0,5.0,0,0,2,0,0
2020,00-0027948,B.Gabbert,DET,DEF,1,0,0.0,0,0,1,0,0
2020,00-0027949,J.Watt,HOU,DEF,6,0,5.0,1,0,1,0,0
2020,00-0027952,R.Quinn,CHI,DEF,3,0,2.0,0,0,1,0,0
2020,00-0027954,R.Kerrigan,WAS,DEF,4,0,5.0,0,0,1,0,0
2020,00-0027956,C.Liuget,HOU,DEF,1,0,1.0,0,0,0,0,0
2020,00-0027958,A.Clayborn,CLE,DEF,3,0,3.0,0,0,0,0,0
2020,00-0027962,C.Jordan,NO,DEF,5,0,7.0,0,0,0,0,0
2020,00-0027965,J.Smith,BAL,DEF,1,0,1.0,0,0,0,0,0
2020,00-0027966,M.Ingram,CLE,DEF,2,0,0.0,0,0,2,0,0
2020,00-0027969,C.Heyward,PIT,DEF,4,0,3.0,1,0,0,0,0
2020,00-0027975,J.Sheard,NYG,DEF,1,0,1.0,0,0,0,0,0
2020,00-0027980,B.Reed,TEN,DEF,2,0,2.0,0,0,0,0,0
2020,00-0027981,K.Rudolph,SEA,DEF,1,0,0.0,0,0,1,0,0
2020,00-0027993,R.Hudson,NYJ,DEF,1,0,0.0,0,0,1,0,0
2020,00-0028008,J.Houston,IND,DEF,7,0,7.0,0,0,2,0,0
2020,00-0028024,A.Bailey,ATL,DEF,1,0,1.0,0,0,0,0,0
2020,00-0028037,K.Wright,SEA,DEF,4,0,2.0,1,0,2,0,0
2020,00-0028063,T.Jones,KC,DEF,1,0,0.0,0,0,1,0,0
2020,00-0028092,R.Sherman,SF,DEF,1,0,0.0,1,0,0,0,0
2020,00-0028103,P.McPhee,BAL,DEF,4,0,4.0,0,0,0,0,0
2020,00-0028129,J.Kelce,WAS,DEF,2,0,0.0,0,0,2,0,0
2020,00-0028171,L.Guy,NE,DEF,3,0,2.0,0,0,1,0,0
2020,00-0028180,M.Smith,CLE,DEF,2,0,1.0,1,0,0,0,0
2020,00-0028224,C.Harris,LAC,DEF,1,0,0.0,1,0,0,0,0
2020,00-0028278,J.Bynes,CIN,DEF,2,0,1.0,0,0,1,0,0
2020,00-0028292,N.Bellore,SEA,DEF,1,0,0.0,0,0,1,0,0
2020,00-0028339,M.Addison,BUF,DEF,6,0,6.0,0,0,0,0,0
2020,00-0028899,R.McLeod,PHI,DEF,3,0,0.0,1,0,2,0,0
2020,00-0028924,Ta.Gipson,CHI,DEF,4,0,1.0,2,0,1,0,0
2020,00-0028932,L.Fort,BAL,DEF,2,0,0.0,0,0,2,0,0
2020,00-0028946,A.Brewer,WAS,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029212,T.Whitehead,CAR,DEF,2,0,0.0,1,0,1,0,0
2020,00-0029249,M.Ingram III,LAC,DEF,1,0,0.0,1,0,0,0,0
2020,00-0029255,B.Wagner,SEA,DEF,4,0,4.0,0,0,1,0,0
2020,00-0029261,C.Hayward Jr.,LAC,DEF,1,0,0.0,1,0,0,0,0
2020,00-0029285,J.Norman,BUF,DEF,3,0,0.0,1,0,2,0,0
2020,00-0029316,K.Beachum,NYG,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029410,T.Wilson,IND,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029412,V.Curry,PHI,DEF,3,0,2.0,0,0,1,0,0
2020,00-0029419,D.Kelly,HOU,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029528,B.Massie,TB,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029542,S.Gilmore,NE,DEF,1,0,0.0,1,0,0,0,0
2020,00-0029546,S.Kelemete,IND,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029560,D.Kirkpatrick,ARI,DEF,3,0,0.0,3,0,0,0,0
2020,00-0029562,L.David,TB,DEF,5,0,2.0,1,0,2,0,0
2020,00-0029567,N.Foles,TEN,DEF,2,0,0.0,0,0,2,0,0
2020,00-0029568,M.Jackson,PHI,DEF,3,0,2.0,0,0,1,0,0
2020,00-0029577,D.Trevathan,CHI,DEF,1,0,1.0,0,0,0,0,0
2020,00-0029585,C.Jones,ARI,DEF,2,0,1.0,0,0,1,0,0
2020,00-0029586,D.Wolfe,BAL,DEF,2,0,2.0,0,0,1,0,0
2020,00-0029604,K.Cousins,TB,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029606,H.Smith,MIN,DEF,5,0,0.0,5,0,0,0,0
2020,00-0029607,D.Davis,NO,DEF,5,0,5.0,0,0,0,0,0
2020,00-0029627,J.Crawford,TEN,DEF,2,0,2.0,0,0,0,0,0
2020,00-0029630,M.Brockers,LA,DEF,4,0,5.0,0,0,0,0,0
2020,00-0029641,T.Crawford,DAL,DEF,1,0,2.0,0,0,0,0,0
2020,00-0029643,W.Mercilus,HOU,DEF,3,0,4.0,0,0,1,0,0
2020,00-0029647,K.Wilber,LAC,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029653,F.Cox,PHI,DEF,6,0,6.0,0,0,0,0,0
2020,00-0029657,A.Hicks,CHI,DEF,4,0,3.0,0,0,1,0,0
2020,00-0029672,R.Reiff,CHI,DEF,2,0,0.0,0,0,2,0,0
2020,00-0029681,J.Jenkins,NO,DEF,3,0,0.0,3,0,0,0,0
2020,00-0029693,O.Vernon,CLE,DEF,6,0,9.0,0,0,1,0,0
2020,00-0029701,R.Tannehill,MIN,DEF,3,0,0.0,0,0,3,0,0
2020,00-0029714,A.DePaola,DET,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029869,W.Compton,TEN,DEF,1,0,0.0,0,0,1,0,0
2020,00-0029890,M.Purcell,DEN,DEF,1,0,1.0,0,0,0,0,0
2020,00-0029955,L.Reynolds,ATL,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030041,N.Robey,PHI,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030060,K.Vaccaro,TEN,DEF,2,0,1.0,0,0,1,0,0
2020,00-0030062,D.Slay,PHI,DEF,1,0,0.0,1,0,0,0,0
2020,00-0030063,J.Hankins,LV,DEF,2,0,1.0,0,0,1,0,0
2020,00-0030064,J.Bostic,WAS,DEF,5,0,3.0,1,0,1,0,0
2020,00-0030069,Da.Moore,SEA,DEF,1,0,1.0,0,0,0,0,0
2020,00-0030070,J.Jenkins,CHI,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030090,M.Hyde,BUF,DEF,1,0,0.0,1,0,0,0,0
2020,00-0030092,S.Martin,PIT,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030114,J.Poyer,BUF,DEF,4,0,2.0,2,0,0,0,0
2020,00-0030148,D.Square,LAC,DEF,1,0,1.0,0,0,0,0,0
2020,00-0030161,B.McDougald,NYJ,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030196,J.Heath,LV,DEF,2,0,0.0,3,0,0,0,0
2020,00-0030312,J.Addae,LAC,DEF,1,0,0.0,1,0,0,0,0
2020,00-0030380,B.Mayowa,SEA,DEF,6,0,6.0,0,0,1,0,0
2020,00-0030383,D.Harmon,DET,DEF,2,0,0.0,2,0,0,0,0
2020,00-0030386,W.Gholston,TB,DEF,4,0,3.0,0,0,1,0,0
2020,00-0030387,S.Means,ATL,DEF,2,0,3.0,0,0,0,0,0
2020,00-0030411,L.Ryan,NYG,DEF,4,0,1.0,1,0,2,0,0
2020,00-0030421,J.Collins,DET,DEF,3,0,1.0,1,0,1,0,0
2020,00-0030434,V.Williams,PIT,DEF,5,0,3.0,0,0,2,0,0
2020,00-0030442,J.Simon,NE,DEF,2,0,2.0,0,0,0,0,0
2020,00-0030443,L.Toilolo,CLE,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030449,M.Hunt,CIN,DEF,2,0,1.0,0,0,1,0,0
2020,00-0030459,T.Mathieu,KC,DEF,6,0,0.0,7,0,0,0,0
2020,00-0030463,A.Klein,BUF,DEF,3,0,4.0,0,0,1,0,0
2020,00-0030484,J.Taylor,SF,DEF,2,0,1.0,2,0,0,0,0
2020,00-0030500,N.Williams,DET,DEF,1,0,1.0,0,0,0,0,0
2020,00-0030503,A.Okafor,KC,DEF,2,0,2.0,0,0,0,0,0
2020,00-0030541,B.Wreh-Wilson,ATL,DEF,3,0,0.0,3,0,0,0,0
2020,00-0030555,D.Jordan,SF,DEF,3,0,3.0,0,0,1,0,0
2020,00-0030558,B.Mingo,CHI,DEF,2,0,2.0,0,0,0,0,0
2020,00-0030562,D.Trufant,DET,DEF,2,0,1.0,1,0,0,0,0
2020,00-0030573,S.Richardson,CLE,DEF,3,0,3.0,0,0,0,0,0
2020,00-0030575,X.Rhodes,IND,DEF,1,0,0.0,2,0,0,0,0
2020,00-0030578,C.Patterson,MIN,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030648,A.Villanueva,CIN,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030665,D.Sorensen,KC,DEF,3,0,0.0,3,0,0,0,0
2020,00-0030670,B.Fowler,NO,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030694,J.Hurst,DEN,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030752,J.Elliott,PIT,DEF,1,0,1.0,0,0,0,0,0
2020,00-0030781,T.Hopkins,IND,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030883,J.Mauro,ARI,DEF,1,0,1.0,0,0,0,0,0
2020,00-0030946,K.Hyder,SF,DEF,7,0,8.0,0,0,1,0,0
2020,00-0030968,K.Smith,CAR,DEF,1,0,0.0,0,0,1,0,0
2020,00-0030993,A.Lynch,JAX,DEF,1,0,1.0,0,0,0,0,0
2020,00-0031040,K.Mack,CHI,DEF,8,0,8.0,1,0,2,0,0
2020,00-0031041,K.Fuller,CHI,DEF,1,0,0.0,1,0,0,0,0
2020,00-0031045,C.Hyde,ARI,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031052,B.Breeland,KC,DEF,3,0,0.0,2,0,1,0,0
2020,00-0031054,D.Jones,TEN,DEF,2,0,2.0,0,0,0,0,0
2020,00-0031061,D.Johnson,SF,DEF,1,0,1.0,0,0,0,0,0
2020,00-0031062,J.White,MIA,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031095,C.Leno,DET,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031101,S.Barrett,TB,DEF,8,0,12.0,0,0,0,0,0
2020,00-0031105,Z.Kerr,CAR,DEF,1,0,1.0,0,0,0,0,0
2020,00-0031127,B.Dunn,HOU,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031176,N.Lawson,LV,DEF,2,0,1.0,0,0,1,0,0
2020,00-0031177,B.Urban,CHI,DEF,2,0,2.0,0,0,0,0,0
2020,00-0031181,R.Allen,ATL,DEF,2,0,0.0,2,0,0,0,0
2020,00-0031218,M.Butler,TEN,DEF,4,0,0.0,5,0,0,0,0
2020,00-0031237,T.Bridgewater,NO,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031241,D.Kennard,ARI,DEF,3,0,3.0,0,0,0,0,0
2020,00-0031253,K.Williams,SF,DEF,2,0,2.0,0,0,0,0,0
2020,00-0031254,D.Autry,IND,DEF,6,0,8.0,0,0,0,0,0
2020,00-0031258,J.Attaochu,DEN,DEF,5,0,5.0,0,0,0,0,0
2020,00-0031260,L.Thomas,PIT,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031261,T.Boston,CAR,DEF,4,0,1.0,1,0,2,0,0
2020,00-0031263,A.Williamson,NYJ,DEF,2,0,1.0,1,0,0,0,0
2020,00-0031264,C.Smith,LV,DEF,1,0,1.0,0,0,0,0,0
2020,00-0031269,T.Carrie,IND,DEF,3,0,0.0,2,0,1,0,0
2020,00-0031270,S.Harris,DEN,DEF,1,0,2.0,0,0,0,0,0
2020,00-0031273,C.Brate,WAS,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031300,T.Murphy,BUF,DEF,2,0,2.0,0,0,0,0,0
2020,00-0031308,K.Pierre-Louis,WAS,DEF,1,0,1.0,0,0,0,0,0
2020,00-0031319,D.Spencer,DEN,DEF,2,0,0.0,0,0,2,0,0
2020,00-0031331,P.Desir,NYJ,DEF,2,0,0.0,3,0,0,0,0
2020,00-0031334,J.Verrett,SF,DEF,2,0,0.0,2,0,0,0,0
2020,00-0031360,K.Van Noy,MIA,DEF,5,0,6.0,0,0,2,0,0
2020,00-0031361,C.Kirksey,GB,DEF,3,0,2.0,2,0,0,0,0
2020,00-0031372,B.Roby,HOU,DEF,2,0,0.0,1,0,1,0,0
2020,00-0031380,D.Dennard,ATL,DEF,1,0,0.0,1,0,0,0,0
2020,00-0031382,J.Landry,BAL,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031388,A.Donald,LA,DEF,9,0,14.0,0,0,1,0,0
2020,00-0031404,A.Phillips,NE,DEF,3,0,1.0,2,0,0,0,0
2020,00-0031411,D.Lawrence,DAL,DEF,7,0,6.0,0,0,1,0,0
2020,00-0031412,S.Tuitt,PIT,DEF,9,0,10.0,0,0,0,0,0
2020,00-0031427,T.Davis,MIN,DEF,1,0,1.0,0,0,0,0,0
2020,00-0031500,E.Obada,CAR,DEF,7,0,5.0,0,0,2,0,0
2020,00-0031548,K.Johnson,CLE,DEF,1,0,0.0,0,0,1,0,0
2020,00-0031550,S.Thompson,CAR,DEF,1,0,0.0,0,0,1,0,0
